target_month,gold_state_signal_month,ktb_signal_date,cpi_release_date,fx_signal_date,gold_trend_signal_date,ktb_10y_pct,cpi_yoy_pct,real_yield_proxy_pct,fx_momentum_63d,gold_trend_252d,real_yield_change_3m_pctpt,real_yield_proxy_pct_rank,real_yield_proxy_pct_prior_count,real_yield_change_3m_pctpt_rank,real_yield_change_3m_pctpt_prior_count,fx_momentum_63d_rank,fx_momentum_63d_prior_count,gold_trend_252d_rank,gold_trend_252d_prior_count,real_yield_support,fx_support,gold_trend_support,gold_composite_state,real_yield_active,fx_active,gold_trend_active,gold_composite_active,raw_real_yield_support,raw_fx_support,raw_gold_trend_support,raw_gold_composite_state,raw_gold_composite_z,gold_calibration_observations,gold_calibration_slope,raw_gold_composite_z_current,calibrated_gold_alpha_active,calibrated_gold_mu_adjustment,future_1m_gold_return,future_3m_gold_return,future_6m_gold_return,recent_1m_gold_return,gold_realized_vol_21d,macro_fragility,vix6_stress_score
2011-11,2011-10,2011-10-31,2011-10-31,2011-10-31,2011-10-31,3.87,3.8,0.07000000000000028,0.044073023303440095,0.2378319846119039,0.07000000000000028,0.08088235294117647,67,0.6230769230769231,64,0.7867647058823529,67,0.5808823529411765,67,0.6480203619909501,0.7867647058823529,0.5808823529411765,0.6718891402714933,True,True,True,True,0.6480203619909501,0.7867647058823529,0.5808823529411765,0.6718891402714933,0.8685391552058881,64,0.0,0.8685391552058881,True,0.0,0.05708279122244542,0.0405236533702753,-0.0011217142150631298,-0.04236760191182243,0.27158040766418406,0.6982464451162969,0.7073221295186016
2011-12,2011-11,2011-11-30,2011-11-30,2011-11-30,2011-11-30,3.77,3.6,0.16999999999999993,0.07066680668515968,0.22847720424660523,0.81,0.09420289855072464,68,0.9015151515151515,65,0.8768115942028986,68,0.5144927536231884,68,0.502140974967062,0.8768115942028986,0.5144927536231884,0.6311484409310496,True,True,True,True,0.502140974967062,0.8768115942028986,0.5144927536231884,0.6311484409310496,0.6346943294017985,65,0.0,0.6346943294017985,True,0.0,-0.07893405167145973,-0.04060407597657756,-0.05388007020667174,0.05708279122244542,0.23808946730016647,0.7412407438641975,0.5967912685548453
2012-01,2011-12,2011-12-30,2011-12-31,2011-12-30,2011-12-30,3.79,4.2,-0.41000000000000014,-0.027150926806740472,0.09135724351798924,0.33999999999999986,0.03571428571428571,69,0.7388059701492538,66,0.2357142857142857,69,0.19285714285714287,69,0.6127398720682303,0.2357142857142857,0.19285714285714287,0.34710376687988626,True,True,True,True,0.6127398720682303,0.2357142857142857,0.19285714285714287,0.34710376687988626,-0.9284678060403924,66,0.0,-0.9284678060403924,True,-0.0,0.06869118590115986,0.02564046933458397,-0.03344460155249396,-0.07893405167145973,0.22989126391937792,0.7816140201331951,0.5353249842712401
2012-02,2012-01,2012-01-31,2012-01-31,2012-01-31,2012-01-31,3.77,4.2,-0.43000000000000016,0.0007997355180746624,0.26519742719609507,-0.5000000000000004,0.035211267605633804,70,0.375,67,0.5,70,0.6690140845070423,70,0.7948943661971831,0.5,0.6690140845070423,0.6546361502347418,True,True,True,True,0.7948943661971831,0.5,0.6690140845070423,0.6546361502347418,0.7714429323044799,67,0.0,0.7714429323044799,True,0.0,-0.02533602386718381,-0.04002347034634757,-0.08062226800660766,0.06869118590115986,0.18240054339684167,0.8435162359450539,0.5484523870725403
2012-03,2012-02,2012-02-29,2012-02-29,2012-02-29,2012-02-29,3.82,3.3,0.52,-0.00230924311740921,0.15977644140204728,0.3500000000000001,0.2152777777777778,71,0.7463768115942029,68,0.4930555555555556,71,0.3125,71,0.5191727053140097,0.4930555555555556,0.3125,0.4415760869565218,True,True,True,True,0.5191727053140097,0.4930555555555556,0.3125,0.4415760869565218,-0.4100010111109138,68,0.0,-0.4100010111109138,True,-0.0,-0.015336121535654335,-0.013837868076839954,-0.0014699024321129794,-0.02533602386718381,0.26299977152812,0.6689131446029661,0.46339796327952454
2012-04,2012-03,2012-03-30,2012-03-31,2012-03-30,2012-03-30,3.96,3.0,0.96,-0.012747903134559202,0.14769484500186092,1.37,0.2945205479452055,72,0.95,69,0.3767123287671233,72,0.2808219178082192,72,0.37773972602739725,0.3767123287671233,0.2808219178082192,0.34509132420091326,True,True,True,True,0.37773972602739725,0.3767123287671233,0.2808219178082192,0.34509132420091326,-0.9407980955269544,69,0.0,-0.9407980955269544,True,-0.0,0.00027103706081144097,-0.0576079753613965,0.0388692220921838,-0.015336121535654335,0.17002375088726213,0.7802155542351621,0.3737798035973007
2012-05,2012-04,2012-04-30,2012-04-30,2012-04-30,2012-04-30,3.81,2.7,1.1099999999999999,0.007717208087631988,0.060543608735323495,1.54,0.3310810810810811,73,0.9647887323943662,70,0.6148648648648649,73,0.1554054054054054,73,0.3520650932622763,0.6148648648648649,0.1554054054054054,0.3741117878441822,True,True,True,True,0.3520650932622763,0.6148648648648649,0.1554054054054054,0.3741117878441822,-0.7673810401080582,70,0.0,-0.7673810401080582,True,-0.0,0.0012502128136637758,-0.042291448182496194,-0.005909440963400847,0.00027103706081144097,0.1708566846330707,0.7668530071670365,0.3812444741959332
2012-06,2012-05,2012-05-31,2012-05-31,2012-05-31,2012-05-31,3.69,2.6,1.0899999999999999,0.07386674360956569,0.011342219970937428,0.5699999999999998,0.32666666666666666,74,0.8125,71,0.8866666666666667,74,0.08666666666666667,74,0.43041666666666667,0.8866666666666667,0.08666666666666667,0.4679166666666667,True,True,True,True,0.43041666666666667,0.8866666666666667,0.08666666666666667,0.4679166666666667,-0.23740574643604995,71,0.0,-0.23740574643604995,True,-0.0,-0.0590397299023262,0.012541513453378617,-0.042930435609684126,0.0012502128136637758,0.1698180394264839,0.7095174692240717,0.4555759192251566
2012-07,2012-06,2012-06-29,2012-06-30,2012-06-29,2012-06-29,3.62,2.5,1.12,0.028400563787316813,0.061043566706921126,0.16000000000000014,0.34868421052631576,75,0.6095890410958904,72,0.743421052631579,75,0.17763157894736842,75,0.5208633741888969,0.743421052631579,0.17763157894736842,0.4806386685892814,True,True,True,True,0.5208633741888969,0.743421052631579,0.17763157894736842,0.4806386685892814,-0.16448683431195682,72,0.0,-0.16448683431195682,True,-0.0,0.01652826136328156,0.10237480255690645,0.0075255879467450715,-0.0590397299023262,0.30017439674752333,0.7848382898988667,0.44660210472209994
2012-08,2012-07,2012-07-31,2012-07-31,2012-07-31,2012-07-31,3.14,2.2,0.94,0.006354788527534794,-0.00782917147169826,-0.16999999999999993,0.2662337662337662,76,0.49324324324324326,73,0.551948051948052,76,0.032467532467532464,76,0.6202614952614953,0.551948051948052,0.032467532467532464,0.4015590265590266,True,True,True,True,0.6202614952614953,0.551948051948052,0.032467532467532464,0.4015590265590266,-0.6089054732724246,73,0.0,-0.6089054732724246,True,-0.0,0.058576123084521425,0.037988600133152195,0.009128950033484573,0.01652826136328156,0.28535903076427394,0.83971674335173,0.48878534642768656
2012-09,2012-08,2012-08-31,2012-08-31,2012-08-31,2012-08-31,3.02,1.5,1.52,-0.03799515905085471,-0.07984591922182283,0.43000000000000016,0.4551282051282051,77,0.7666666666666667,74,0.1346153846153846,77,0.019230769230769232,77,0.3891025641025641,0.1346153846153846,0.019230769230769232,0.180982905982906,True,True,True,True,0.3891025641025641,0.1346153846153846,0.019230769230769232,0.180982905982906,-1.8515457487976406,74,0.0,-1.8515457487976406,True,-0.0,0.024442828447623244,-0.05478486395473292,-0.10577174940314327,0.058576123084521425,0.22028858393641276,0.8846415904110922,0.5041064592870463
2012-10,2012-09,2012-09-28,2012-09-30,2012-09-28,2012-09-28,3.02,1.3,1.72,-0.02409323907962868,0.08616025917191372,0.5999999999999999,0.5379746835443038,78,0.8355263157894737,75,0.25949367088607594,78,0.23417721518987342,78,0.3132495003331113,0.25949367088607594,0.23417721518987342,0.2689734621363536,True,True,True,True,0.3132495003331113,0.25949367088607594,0.23417721518987342,0.2689734621363536,-1.3080292391958808,75,0.0,-1.3080292391958808,True,-0.0,-0.042843917911674856,-0.08604080426200156,-0.11354154811359707,0.024442828447623244,0.2347555267335956,0.8702705815032992,0.39009999583290583
2012-11,2012-10,2012-10-31,2012-10-31,2012-10-31,2012-10-31,2.96,2.1,0.8599999999999999,-0.036560864968997464,-0.01658527130362586,-0.08000000000000007,0.25625,79,0.5194805194805194,76,0.14375,79,0.04375,79,0.6121347402597402,0.14375,0.04375,0.2665449134199134,True,True,True,True,0.6121347402597402,0.14375,0.04375,0.2665449134199134,-1.2984000489381553,76,0.0,-1.2984000489381553,True,-0.0,-0.036037414989669614,-0.02780343646930772,-0.14935713582610188,-0.042843917911674856,0.16311621420043265,0.8624849840520277,0.4593555935966981
2012-12,2012-11,2012-11-30,2012-11-30,2012-11-30,2012-11-30,3.03,2.1,0.9299999999999997,-0.04375643770216531,-0.004986054310582411,-0.5900000000000003,0.2654320987654321,80,0.2692307692307692,77,0.09259259259259259,80,0.06790123456790123,80,0.7326685660018993,0.09259259259259259,0.06790123456790123,0.2977207977207977,True,True,True,True,0.7326685660018993,0.09259259259259259,0.06790123456790123,0.2977207977207977,-1.1038666493226097,77,0.0,-1.1038666493226097,True,-0.0,-0.009432976830038853,-0.05394209582988374,-0.1488605982813186,-0.036037414989669614,0.23506556809481574,0.8588940993396982,0.38372560012935913
2013-01,2012-12,2012-12-31,2012-12-31,2012-12-31,2012-12-31,3.16,1.6,1.56,-0.06813844944826908,0.07024132627657576,-0.15999999999999992,0.4695121951219512,81,0.4873417721518987,78,0.06707317073170732,81,0.23780487804878048,81,0.5215730163630751,0.06707317073170732,0.23780487804878048,0.2754836883811876,True,True,True,True,0.5215730163630751,0.06707317073170732,0.23780487804878048,0.2754836883811876,-1.210882392451584,78,0.0,-1.210882392451584,True,-0.0,0.018145950178203307,-0.030089684506526826,-0.2253633090215007,-0.009432976830038853,0.18313477075679072,0.8914646172478653,0.5400276805047992
2013-02,2013-01,2013-01-31,2013-01-31,2013-01-31,2013-01-31,3.1,1.4,1.7000000000000002,-0.004045632831211066,-0.04149671648403075,0.8400000000000003,0.536144578313253,82,0.89375,79,0.4879518072289157,82,0.030120481927710843,82,0.28505271084337347,0.4879518072289157,0.030120481927710843,0.2677083333333333,True,True,True,True,0.28505271084337347,0.4879518072289157,0.030120481927710843,0.2677083333333333,-1.2348842544508032,79,0.0,-1.2348842544508032,True,-0.0,-0.061954694057618,-0.12502996196093485,-0.1886225865996609,0.018145950178203307,0.2837291508407207,0.8136026105382465,0.3849746221533161
2013-03,2013-02,2013-02-28,2013-02-28,2013-02-28,2013-02-28,2.94,1.6,1.3399999999999999,0.0016620953301202945,-0.11531082873721576,0.41000000000000014,0.4107142857142857,83,0.7469135802469136,80,0.5297619047619048,83,0.005952380952380952,83,0.4211860670194004,0.5297619047619048,0.005952380952380952,0.31896678424456204,True,True,True,True,0.4211860670194004,0.5297619047619048,0.005952380952380952,0.31896678424456204,-0.934662591192881,80,0.0005802437656199723,-0.934662591192881,True,-0.0005423321414978781,0.015541617194128277,-0.10033054217193771,-0.10380775468735115,-0.061954694057618,0.23434327779090194,0.8792739960446734,0.4148604124417499
2013-04,2013-03,2013-03-29,2013-03-31,2013-03-29,2013-03-28,2.8,1.6,1.1999999999999997,0.045535574011955404,-0.062432045890353116,-0.3600000000000003,0.37058823529411766,84,0.38414634146341464,81,0.8176470588235294,84,0.041176470588235294,84,0.6226327116212338,0.8176470588235294,0.041176470588235294,0.49381874701099954,True,True,True,True,0.6226327116212338,0.8176470588235294,0.041176470588235294,0.49381874701099954,0.035107522338805326,81,0.0005713778889426629,0.035107522338805326,True,2.005966199995397e-05,-0.08151590252600271,-0.2013316297348814,-0.20210240100362364,0.015541617194128277,0.22350343524498892,0.8311023074635489,0.2887152024867031
2013-05,2013-04,2013-04-30,2013-04-30,2013-04-30,2013-04-30,2.77,1.5,1.27,0.016266398096192347,-0.12035570172270038,-0.43000000000000016,0.3953488372093023,85,0.3433734939759036,82,0.6918604651162791,85,0.005813953488372093,85,0.630638834407397,0.6918604651162791,0.005813953488372093,0.4427710843373494,True,True,True,True,0.630638834407397,0.6918604651162791,0.005813953488372093,0.4427710843373494,-0.24683206495346752,82,0.0005261002883690687,-0.24683206495346752,True,-0.00012985842055075197,-0.035474730418526224,-0.0726797740197439,-0.13061525545650265,-0.08151590252600271,0.4938012405114171,0.8064630337654728,0.3941438454581441
2013-06,2013-05,2013-05-31,2013-05-31,2013-05-31,2013-05-31,3.12,1.3,1.82,0.034005487293064185,-0.12016971359756035,0.4800000000000002,0.5804597701149425,86,0.7797619047619048,83,0.764367816091954,86,0.017241379310344827,86,0.31988916256157635,0.764367816091954,0.017241379310344827,0.3671661193212917,True,True,True,True,0.31988916256157635,0.764367816091954,0.017241379310344827,0.3671661193212917,-0.6649363060209441,83,0.0006712096859618438,-0.6649363060209441,True,-0.00044631168914894637,-0.09846781917115521,-0.003864988952507087,-0.15522150457567852,-0.035474730418526224,0.29517986298066884,0.7886730008777469,0.41965936331192466
2013-07,2013-06,2013-06-28,2013-06-30,2013-06-28,2013-06-28,3.4,1.1,2.3,0.05445464800560984,-0.24790369885114139,1.1,0.6534090909090909,87,0.9235294117647059,84,0.8465909090909091,87,0.005681818181818182,87,0.21153074866310162,0.8465909090909091,0.005681818181818182,0.35460115864527625,True,True,True,True,0.21153074866310162,0.8465909090909091,0.005681818181818182,0.35460115864527625,-0.729244098533907,84,0.00155538372951899,-0.729244098533907,True,-0.001134254405707382,0.06643622376847924,-0.0009650704816148714,-0.07911481216891669,-0.09846781917115521,0.33346800186023945,0.7951483253588517,0.46942288264498905
2013-08,2013-07,2013-07-31,2013-07-31,2013-07-31,2013-07-31,3.49,1.2,2.29,0.010655734351173507,-0.20796164373174797,1.02,0.6460674157303371,88,0.9127906976744186,85,0.6235955056179775,88,0.016853932584269662,88,0.2205709432976221,0.6235955056179775,0.016853932584269662,0.28700679383328975,True,True,True,True,0.2205709432976221,0.6235955056179775,0.016853932584269662,0.28700679383328975,-1.1002590477046406,85,0.0010750083069706745,-1.1002590477046406,True,-0.0011827876161021322,0.03610097477867824,-0.062476240476170064,-0.09316146042773021,0.06643622376847924,0.22756457563368432,0.8021766448549678,0.32736818074270263
2013-09,2013-08,2013-08-30,2013-08-31,2013-08-30,2013-08-30,3.53,1.6,1.9299999999999997,-0.00636639465357014,-0.1829156781227912,0.10999999999999965,0.5833333333333334,89,0.5689655172413793,86,0.42777777777777776,89,0.027777777777777776,89,0.4238505747126436,0.42777777777777776,0.027777777777777776,0.2931353767560664,True,True,True,True,0.4238505747126436,0.42777777777777776,0.027777777777777776,0.2931353767560664,-1.0520186858086384,86,0.0007644662260733521,-1.0520186858086384,True,-0.0008042327544987774,-0.09584330563203147,-0.15194377664129233,-0.06680006450198317,0.03610097477867824,0.18530899147362784,0.8065351085831449,0.35509957117713065
2013-10,2013-09,2013-09-30,2013-09-30,2013-09-30,2013-09-30,3.42,1.5,1.92,-0.05180436580113046,-0.28124468164495386,-0.3799999999999999,0.5769230769230769,90,0.36363636363636365,87,0.07142857142857142,90,0.005494505494505495,90,0.5297202797202798,0.07142857142857142,0.005494505494505495,0.20221445221445222,True,True,True,True,0.5297202797202798,0.07142857142857142,0.005494505494505495,0.20221445221445222,-1.5463370408576191,87,0.0020724760190774937,-1.5463370408576191,True,-0.0032047464345886702,0.0007751163233193914,-0.07822523455208541,-0.022234163574406662,-0.09584330563203147,0.2766440625116072,0.8262177093059446,0.44349042810216743
2013-11,2013-10,2013-10-31,2013-10-31,2013-10-31,2013-10-31,3.398,1.0,2.398,-0.05889996621250404,-0.2669784094329817,0.1080000000000001,0.6902173913043478,91,0.5561797752808989,88,0.07065217391304347,91,0.016304347826086956,91,0.3768014167073767,0.07065217391304347,0.016304347826086956,0.15458597948216904,True,True,True,True,0.3768014167073767,0.07065217391304347,0.016304347826086956,0.15458597948216904,-1.780440605019951,88,0.002226798826356014,-1.780440605019951,True,-0.003964683049655018,-0.06277374758442333,-0.03273007178734888,-0.05481339317424727,0.0007751163233193914,0.23559525487182617,0.7316135780091111,0.41028701059594863
2013-12,2013-11,2013-11-29,2013-11-30,2013-11-29,2013-11-29,3.672,0.9,2.7720000000000002,-0.046086859096841515,-0.3257629296409732,0.8420000000000005,0.7688172043010753,92,0.8833333333333333,89,0.0913978494623656,92,0.005376344086021506,92,0.17392473118279572,0.0913978494623656,0.005376344086021506,0.09023297491039428,True,True,True,True,0.17392473118279572,0.0913978494623656,0.005376344086021506,0.09023297491039428,-2.0912811748183078,89,0.0036488766309585277,-2.0912811748183078,True,-0.007630827007558019,-0.0172481470881497,0.10039866437404288,-0.02963900272317288,-0.06277374758442333,0.2414789287855844,0.7498230570300802,0.37288939299821966
2014-01,2013-12,2013-12-31,2013-12-31,2013-12-31,2013-12-31,3.583,1.2,2.383,-0.017115285905957123,-0.3330956479629137,0.4630000000000001,0.675531914893617,93,0.7417582417582418,90,0.3670212765957447,93,0.005319148936170213,93,0.2913549216740706,0.3670212765957447,0.005319148936170213,0.22123178240199518,True,True,True,True,0.2913549216740706,0.3670212765957447,0.005319148936170213,0.22123178240199518,-1.3273171895485354,90,0.00418537442206176,-1.3273171895485354,True,-0.005555319415099341,0.05016942447179984,0.06074268148409456,0.044247607863603156,-0.0172481470881497,0.2148301935664555,0.7691057304629534,0.297145857403382
2014-02,2014-01,2014-01-29,2014-01-31,2014-01-31,2014-01-31,3.612,1.1,2.512,0.01662972592853773,-0.29440437996314284,0.11399999999999988,0.7105263157894737,94,0.5706521739130435,91,0.7,94,0.02631578947368421,94,0.35941075514874143,0.7,0.02631578947368421,0.36190884820747526,True,True,True,True,0.35941075514874143,0.7,0.02631578947368421,0.36190884820747526,-0.5553483005762138,91,0.0035474823945612446,-0.5553483005762138,True,-0.0019700883191436248,0.06621997261932577,-0.022830567500123355,-0.011971227558252528,0.05016942447179984,0.1768728216629132,0.7860855536416629,0.43280930988984656
2014-03,2014-02,2014-02-28,2014-02-28,2014-02-28,2014-02-28,3.498,1.1,2.398,0.010724375921196128,-0.18138080143067015,-0.3740000000000001,0.6770833333333334,95,0.3602150537634409,92,0.640625,95,0.08854166666666667,95,0.4813508064516128,0.640625,0.08854166666666667,0.40350582437275984,True,True,True,True,0.4813508064516128,0.640625,0.08854166666666667,0.40350582437275984,-0.32820714748177743,92,0.0031877261970983174,-0.32820714748177743,True,-0.001046234522102573,-0.05266439387749522,-0.1181732323995387,-0.11055762491735899,0.06621997261932577,0.16008409799870402,0.749293009759523,0.3465737997792449
2014-04,2014-03,2014-03-31,2014-03-31,2014-03-31,2014-03-31,3.518,1.0,2.518,0.011077964148711317,-0.22416235037413568,0.1349999999999998,0.7164948453608248,96,0.5797872340425532,93,0.6443298969072165,96,0.06701030927835051,96,0.351858960298311,0.6443298969072165,0.06701030927835051,0.3543997221612927,True,True,True,True,0.351858960298311,0.6443298969072165,0.06701030927835051,0.3543997221612927,-0.5910642162980962,93,0.003396615848374134,-0.5910642162980962,True,-0.002007618084484951,-0.032570784175409595,-0.015550494864044806,-0.06502183265666805,-0.05266439387749522,0.166838235712297,0.6977025251102975,0.314802615081866
2014-05,2014-04,2014-04-30,2014-04-30,2014-04-30,2014-04-30,3.527,1.3,2.2270000000000003,-0.047297819939270624,-0.13918077676850782,-0.2849999999999997,0.5969387755102041,97,0.38421052631578945,94,0.08673469387755102,97,0.10714285714285714,97,0.5094253490870031,0.08673469387755102,0.10714285714285714,0.23443430003580376,True,True,True,True,0.5094253490870031,0.08673469387755102,0.10714285714285714,0.23443430003580376,-1.2360298814173594,94,0.0036467120803900075,-1.2360298814173594,True,-0.004507445100287713,-0.037811375658160506,0.01111305734778223,-0.0709051349958979,-0.032570784175409595,0.11922482549766775,0.6615413081186892,0.3542166328464199
2014-06,2014-05,2014-05-30,2014-05-31,2014-05-30,2014-05-30,3.338,1.5,1.838,-0.048353424260729305,-0.12672004759897337,-0.56,0.5202020202020202,98,0.234375,95,0.08585858585858586,98,0.11616161616161616,98,0.6227114898989898,0.08585858585858586,0.11616161616161616,0.27491056397306396,True,True,True,True,0.6227114898989898,0.08585858585858586,0.11616161616161616,0.27491056397306396,-1.0012627851368234,95,0.004225065027817508,-1.0012627851368234,True,-0.0042304003771367485,0.05758194569516051,0.008636171821935656,0.012412614838171798,-0.037811375658160506,0.17334535139661927,0.724225477979116,0.4189878655951936
2014-07,2014-06,2014-06-30,2014-06-30,2014-06-30,2014-06-30,3.17,1.7,1.47,-0.04278984760555726,0.07229522164888191,-1.0479999999999998,0.395,99,0.10824742268041238,96,0.165,99,0.375,99,0.7483762886597938,0.165,0.375,0.42945876288659796,True,True,True,True,0.7483762886597938,0.165,0.375,0.42945876288659796,-0.15677859979312833,96,0.0036844315782561363,-0.15677859979312833,True,-0.000577640023872583,-0.006368221958850451,-0.05025279360142609,-0.049296236818521466,0.05758194569516051,0.12451275042981,0.7548344496101599,0.2964565904780431
2014-08,2014-07,2014-07-31,2014-07-31,2014-07-31,2014-07-31,3.052,1.7,1.352,-0.005261655399590559,-0.036367641962606,-0.8750000000000002,0.3712871287128713,100,0.14795918367346939,97,0.47029702970297027,100,0.19306930693069307,100,0.7403768438068297,0.47029702970297027,0.19306930693069307,0.46791439348016434,True,True,True,True,0.7403768438068297,0.47029702970297027,0.19306930693069307,0.46791439348016434,0.05265070332509378,97,0.0036921122443397698,0.05265070332509378,True,0.00019439230641967936,-0.04016841284549322,-0.08111673738920888,0.04144157203200205,-0.006368221958850451,0.15329915682353848,0.7753422903515012,0.4479093126240596
2014-09,2014-08,2014-08-29,2014-08-31,2014-08-29,2014-08-29,3.034,1.6,1.4339999999999997,-0.009030304829789948,-0.09254660986117802,-0.40400000000000036,0.39705882352941174,101,0.3282828282828283,98,0.4264705882352941,101,0.15196078431372548,101,0.63732917409388,0.4264705882352941,0.15196078431372548,0.40525351554763317,True,True,True,True,0.63732917409388,0.4264705882352941,0.15196078431372548,0.40525351554763317,-0.2892895628310578,98,0.0036457145526946257,-0.2892895628310578,True,-0.0010546671691558536,-0.004164706241697513,0.003744108254034373,0.037480339204012614,-0.04016841284549322,0.11134969628491685,0.8340197101479427,0.30885253347712516
2014-10,2014-09,2014-09-30,2014-09-30,2014-09-30,2014-09-30,2.854,1.4,1.4540000000000002,0.042121670340797834,-0.09803657757940609,-0.015999999999999792,0.4029126213592233,102,0.535,99,0.8009708737864077,102,0.15048543689320387,102,0.5310436893203883,0.8009708737864077,0.15048543689320387,0.4941666666666666,True,True,True,True,0.5310436893203883,0.8009708737864077,0.15048543689320387,0.4941666666666666,0.19938735653964004,99,0.0036665252435082994,0.19938735653964004,True,0.0007310587759889798,-0.03865828307891095,0.001007169883165071,0.03201170891474581,-0.004164706241697513,0.22020647732955345,0.8009834661703821,0.31163344982727165
2014-11,2014-10,2014-10-31,2014-10-31,2014-10-31,2014-10-31,2.645,1.1,1.545,0.02071032570075193,-0.12562246543775313,0.19299999999999984,0.4375,103,0.6386138613861386,100,0.7548076923076923,103,0.1201923076923077,103,0.4619430693069307,0.7548076923076923,0.1201923076923077,0.4456476897689769,True,True,True,True,0.4619430693069307,0.7548076923076923,0.1201923076923077,0.4456476897689769,-0.0687486041536957,100,0.0035504134319143104,-0.0687486041536957,True,-0.00024408596761264117,0.04847409864133123,0.13337745327190986,0.022970947619002535,-0.03865828307891095,0.16485521704650172,0.7949302144439134,0.2791156594691638
2014-12,2014-11,2014-11-28,2014-11-30,2014-11-28,2014-11-28,2.589,1.1,1.4889999999999999,0.0827607300689106,-0.06350104203055462,0.05500000000000016,0.4142857142857143,104,0.5441176470588235,101,0.919047619047619,104,0.19523809523809524,104,0.520798319327731,0.919047619047619,0.19523809523809524,0.5450280112044817,True,True,True,True,0.520798319327731,0.919047619047619,0.19523809523809524,0.5450280112044817,0.48144285208077897,101,0.0035056514262399147,0.48144285208077897,True,0.001687770821049995,-0.006880079417131757,0.033610390011315605,0.03200278269042278,0.04847409864133123,0.3389713704388248,0.8637783919519896,0.30188681362213987
2015-01,2014-12,2014-12-31,2014-12-31,2014-12-31,2014-12-31,2.598,1.0,1.5979999999999999,0.03257081941125595,-0.022116712238827496,0.14399999999999968,0.4669811320754717,105,0.6067961165048543,102,0.7688679245283019,105,0.24056603773584906,105,0.46311137570983696,0.7688679245283019,0.24056603773584906,0.4908484459913292,True,True,True,True,0.46311137570983696,0.7688679245283019,0.24056603773584906,0.4908484459913292,0.1776366350649146,102,0.0034063264640904617,0.1776366350649146,True,0.0006050883710135983,0.08846675591268771,0.03097334361271309,0.018548165963875096,-0.006880079417131757,0.22330753512710816,0.8112287905892558,0.33141979607639066
2015-02,2015-01,2015-01-30,2015-01-31,2015-01-30,2015-01-30,2.24,0.8,1.4400000000000002,0.015777315942273162,0.030262982139342753,-0.10499999999999976,0.3878504672897196,106,0.47596153846153844,103,0.677570093457944,106,0.3411214953271028,106,0.568093997124371,0.677570093457944,0.3411214953271028,0.5289285286364726,True,True,True,True,0.568093997124371,0.677570093457944,0.3411214953271028,0.5289285286364726,0.3892629232973226,103,0.0035260654705958376,0.3892629232973226,True,0.0013725665528218853,-0.04381923349110961,-0.09741371273460453,-0.09030818824551001,0.08846675591268771,0.23808838679188538,0.8245511624664399,0.3504019351141867
2015-03,2015-02,2015-02-27,2015-02-28,2015-02-27,2015-02-27,2.353,1.0,1.3530000000000002,-0.007178810762339616,-0.09862293807899736,-0.13599999999999968,0.35648148148148145,107,0.4714285714285714,104,0.4212962962962963,107,0.1527777777777778,107,0.5860449735449735,0.4212962962962963,0.1527777777777778,0.3867063492063492,True,True,True,True,0.5860449735449735,0.4212962962962963,0.1527777777777778,0.3867063492063492,-0.40985902148712317,104,0.003303398112677216,-0.40985902148712317,True,-0.0013539275180442932,-0.009413822629527946,-0.001555332005587995,0.01119129536496355,-0.04381923349110961,0.20876784658413314,0.8719678277962574,0.41748570269409957
2015-04,2015-03,2015-03-31,2015-03-31,2015-03-31,2015-03-31,2.16,0.6,1.56,0.011646068406557575,-0.08391988474861645,-0.03799999999999981,0.45871559633027525,108,0.5141509433962265,105,0.6376146788990825,108,0.18807339449541285,108,0.5135667301367492,0.6376146788990825,0.18807339449541285,0.4464182678437482,True,True,True,True,0.5135667301367492,0.6376146788990825,0.18807339449541285,0.4464182678437482,-0.07163175281904881,105,0.0033595584384953823,-0.07163175281904881,True,-0.0002406510596474508,-0.047079952049569496,-0.012051890309111246,-0.0014363154370042874,-0.009413822629527946,0.17272128645270315,0.7821659679386187,0.33707082308430275
2015-05,2015-04,2015-04-30,2015-04-30,2015-04-30,2015-04-30,2.414,0.5,1.9140000000000001,-0.02770513478985759,-0.09051570139726639,0.474,0.5772727272727273,109,0.780373831775701,106,0.2318181818181818,109,0.17727272727272728,109,0.32117672047578594,0.2318181818181818,0.17727272727272728,0.24342254318889833,True,True,True,True,0.32117672047578594,0.2318181818181818,0.17727272727272728,0.24342254318889833,-1.218871129430831,106,0.0033818398351858634,-1.218871129430831,True,-0.004122026939467169,0.057731101645791316,0.007872404654653442,0.023995843094947844,-0.047079952049569496,0.1585749419147755,0.812437591345469,0.34003893393908385
2015-06,2015-05,2015-05-29,2015-05-31,2015-05-29,2015-05-29,2.308,0.4,1.908,0.005807285133158757,-0.05821933153712955,0.5549999999999997,0.5720720720720721,110,0.8194444444444444,107,0.5540540540540541,110,0.22972972972972974,110,0.3042417417417417,0.5540540540540541,0.22972972972972974,0.36267517517517517,True,True,True,True,0.3042417417417417,0.5540540540540541,0.22972972972972974,0.36267517517517517,-0.5321373138176669,107,0.0027879385142199693,-0.5321373138176669,True,-0.001483566112045832,-0.019827765333352843,0.012766483490923575,-0.07312188722643098,0.057731101645791316,0.1424467747092897,0.8007925043763194,0.48508365658163677
