month,return,baseline_return,option_return,baseline_holding_growth,option_holding_growth,option_relative_factor,signal_intensity,w_existing_four_asset_sleeve,w_KOSPI200_put_option,option_reallocation_cost,option_trade_available,nav,drawdown
2021-12,0.032645818228182355,0.0370387948498573,-0.8783542039355993,1.0310297422091899,0.12164579606440074,0.995763922580822,0.9573868167952289,0.9952130659160239,0.004786934083976144,1.4360802251928432e-05,True,5.718891216345147,-0.012298593873317332
2022-01,0.03800635211038883,0.0380063521103888,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.936245409594571,0.0
2022-02,0.05603059740941729,0.0560305974094172,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.268856786263066,0.0
2022-03,0.016330541867057624,0.0166455296092282,-0.7222030743778864,0.9831577205895834,0.27779692562211356,0.9996901695497625,0.08600481601718014,0.9995699759199141,0.00043002408008590074,1.2900722402577022e-06,True,6.371230614469723,0.0
2022-04,0.017551205172384288,0.0175512051723842,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.483053390184857,0.0
2022-05,0.045464255865245606,0.0454642558652456,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.777800588304269,0.0
2022-06,-0.02886224428843931,-0.0288622442884393,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.582178051986304,-0.02886224428843931
2022-07,-0.021148062233493303,-0.0211480622334933,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.442977740910964,-0.049399925983522386
2022-08,-0.026491666621002663,-0.0264916666210027,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.27229252255221,-0.07458290623426733
2022-09,0.032046478885659146,0.0320464788856591,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.473297412440857,-0.04492654687847575
2022-10,-0.02283719037229115,-0.0228371903722911,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.325465487096485,-0.06673774114693354
2022-11,-0.00713844260388341,-0.0071384426038834,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.280311514774001,-0.0733997802161267
2022-12,0.004731653961515647,0.0047789388997976,-0.15824064711830133,0.9720407770733088,0.8417593528816987,0.9999529399587795,0.06864314260497295,0.9996567842869751,0.00034321571302486475,1.0296471390745942e-06,True,6.3100277756324346,-0.06901542861544507
2023-01,0.037528249109507694,0.0375282491095076,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.546832069884282,-0.034077207703417156
2023-02,0.009415076829115687,0.0094150768291156,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.608470996809561,-0.024982970402950833
2023-03,0.07074305876141396,0.0707430587614139,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.075974448859959,0.0
2023-04,0.016706714426511837,0.0167067144265118,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.194190733266357,0.0
2023-05,-0.0020471435738669275,-0.0020471435738669,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.179463191937578,-0.0020471435738669275
2023-06,-0.0167868479804979,-0.0166072301692843,-0.4148837209302324,0.9979894061585962,0.5851162790697676,0.9998173488592513,0.08766322785316812,0.9995616838607342,0.00043831613926584057,1.3149484177975216e-06,True,7.058942634752942,-0.01879962646639599
2023-07,0.008762174497607411,0.0087621744976074,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.120794321887248,-0.01020217757637698
2023-08,-0.0028733346453845288,-0.0028733346453845,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.100333896859511,-0.013046197951472993
2023-09,-0.03202547383676291,-0.0320254738367629,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.872942339413356,-0.044653861117071814
2023-10,-0.003014020247614546,-0.0030140202476146,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,6.852227152041677,-0.0475332937231453
2023-11,0.05556004713586349,0.0560047457158214,-0.9398382204246714,1.0291096225126217,0.060161779575328644,0.9995788858130021,0.08917611478131078,0.9995541194260934,0.0004458805739065539,1.3376417217196618e-06,True,7.232937215594756,0.0
2023-12,0.05098538931358365,0.0509853893135836,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.6017113354125625,0.0
2024-01,-0.025891795519135674,-0.0258917955191357,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.404889379920565,-0.025891795519135674
2024-02,0.05079557743730945,0.0507955774373094,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.78102501183303,0.0
2024-03,0.06668135334652137,0.0666813533465213,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.299874290045189,0.0
2024-04,-0.01762316962556576,-0.0176231696255658,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.15360419756085,-0.01762316962556565
2024-05,0.001449868945926136,0.0015330883952529,-0.15978112175102588,1.0017477202352316,0.8402188782489741,0.999916907938149,0.10118260424604547,0.9994940869787697,0.0005059130212302274,1.5177390636906823e-06,True,8.165425855084267,-0.016198851966008454
2024-06,0.04554296799939683,0.0455429679993968,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.537303583503817,0.0
2024-07,0.02040209957752448,0.0204020995775244,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.711482501338018,0.0
2024-08,-0.05580954738153454,-0.055597663516518,-0.39071680376028206,1.0034287279793783,0.6092831962397179,0.9997756423752555,0.11337248842940993,0.9994331375578529,0.0005668624421470497,1.700587326441149e-06,True,8.225298605916185,-0.05580954738153454
2024-09,-0.03145229695705842,-0.0314522969570584,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.96659407160243,-0.08550650588130992
2024-10,0.026912147063999026,0.0298164641055369,-0.5574183844996905,1.0083200885127768,0.4425816155003095,0.9971797721800258,1.0,0.995,0.005,1.5e-05,True,8.180992222856577,-0.06089552247851748
2024-11,-0.02153992904567925,-0.0215399290456793,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.004774230852993,-0.08112376629080986
2024-12,-0.004923037504567573,-0.0049230375045676,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,7.965366427098908,-0.08564742845141604
2025-01,0.03521201622895731,0.035132788380793,0.14996739839165407,0.9963967221740847,1.149967398391654,1.0000765388257946,0.10129865529800947,0.99949350672351,0.0005064932764900473,1.519479829470142e-06,True,8.245843038999507,-0.05345123086305836
2025-02,0.025015169220363953,0.0250151692203639,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.45211419798464,-0.02977315322777052
2025-03,0.04109765686317979,0.0410976568631797,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.799476287061823,0.0
2025-04,0.005202931416939061,0.005202931416939,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,8.845259358688388,0.0
2025-05,0.028675599659755857,0.0286755996597558,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,9.098902474944845,0.0
2025-06,0.06811644765740299,0.0681164476574029,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,9.718687389119241,0.0
2025-07,0.028638027310835756,0.0286380273108357,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,9.997011423994312,0.0
2025-08,0.002655018949145438,0.0026550189491454,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,10.023553678759841,0.0
2025-09,0.096334111246561,0.096334111246561,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,10.989163813935367,0.0
2025-10,0.11690080951672255,0.1170444511022934,-0.07617465590887518,1.0264153624437307,0.9238253440911248,0.9998714092483704,0.25,0.99875,0.00125,3.75e-06,True,12.273805959696285,0.0
2025-11,0.0027958494161846037,0.0027958494161846,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,12.308121672923065,0.0
2025-12,-0.010733012036793665,-0.0107330120367937,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,12.17601845485726,-0.010733012036793665
2026-01,0.1113892218500252,0.1113892218500252,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,13.532295675775357,0.0
2026-02,0.12430092272309734,0.1243009227230973,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,15.214372514836015,0.0
2026-03,0.14007098501943016,0.1400709850194301,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,17.34546465944164,0.0
2026-04,0.03509800492936854,0.0350980049293685,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,17.95425586356091,0.0
2026-05,-0.004304821061045572,-0.0043048210610456,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,17.87696600478405,-0.004304821061045572
2026-06,-0.08783004165134334,-0.0878300416513433,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,16.30683133598422,-0.09175677009929561
2026-07,-0.006438190802541932,-0.0064381908025419,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,16.201844844458286,-0.09760421330851321
