target_month,asset_vol_signal_month,gvz_signal_date,gvz_level,gvz_causal_rank,gvz_prior_valid_observations,gvz_active,gvz_gld_variance_multiplier,ovx_signal_date,ovx_level,ovx_causal_rank,ovx_prior_valid_observations,ovx_active,ovx_uso_variance_multiplier,vix6_stress_score,macro_fragility,gld_recent_1m_return,gld_realized_vol_21d,gld_future_realized_vol_1m,gld_future_max_drawdown_1m,gld_future_max_drawdown_3m,gld_future_left_tail_1m,uso_recent_1m_return,uso_realized_vol_21d,uso_future_realized_vol_1m,uso_future_max_drawdown_1m,uso_future_max_drawdown_3m,uso_future_left_tail_1m
2013-06,2013-05,2013-05-31,22.63,0.5894276629570747,1257,True,1.5894276629570747,2013-05-31,24.41,0.050786369593709045,1525,True,1.050786369593709,0.41965936331192466,0.7886730008777469,-0.035474730418526224,0.29517986298066884,0.3356506960627324,0.12247263342279924,0.12247263342279924,1.0,0.023584821825783253,0.3010105149068043,0.2529422244338126,0.03639184106358817,0.06587179274810984,0.0
2013-07,2013-06,2013-06-28,31.84,0.8626760563380281,1277,True,1.862676056338028,2013-06-28,22.37,0.024902975420439843,1545,True,1.02490297542044,0.46942288264498905,0.7951483253588517,-0.09846781917115521,0.33346800186023945,0.22361563840701643,0.036766759593489406,0.104958696921857,0.0,0.06468293904452294,0.2621756126339212,0.23885161749971515,0.06587179274810973,0.09255865867458624,0.0
2013-08,2013-07,2013-07-31,24.99,0.6942307692307692,1299,True,1.6942307692307692,2013-07-31,22.95,0.04017857142857143,1567,True,1.0401785714285714,0.32736818074270263,0.8021766448549678,0.06643622376847924,0.22756457563368432,0.18158259530844909,0.031529712902878204,0.13992147173610392,0.0,0.10142655646065979,0.24161566809767177,0.20607011781695564,0.04448404915249937,0.15860949431417815,0.0
2013-09,2013-08,2013-08-30,24.44,0.670196671709531,1321,True,1.670196671709531,2013-08-30,28.1,0.17138364779874213,1589,True,1.171383647798742,0.35509957117713065,0.8065351085831449,0.03610097477867824,0.18530899147362784,0.28269819486224185,0.08769282418370294,0.15479830832776553,0.0,-0.018332935889949775,0.17857235633454538,0.19981916850857145,0.08282955167748351,0.19412217939425214,0.0
2013-10,2013-09,2013-09-30,23.72,0.6385991058122206,1341,True,1.6385991058122205,2013-09-30,22.98,0.052484472049689444,1609,True,1.0524844720496895,0.44349042810216743,0.8262177093059446,-0.09584330563203147,0.2766440625116072,0.25534650914547846,0.048066861710537534,0.1289569629057522,0.0,-0.06406571398323813,0.19477775992402827,0.1937157553722841,0.08531626383813273,0.13321565059592932,0.0
2013-11,2013-10,2013-10-31,20.57,0.43223443223443225,1364,True,1.4322344322344323,2013-10-31,20.59,0.013165952235150031,1632,True,1.01316595223515,0.41028701059594863,0.7316135780091111,0.0007751163233193914,0.23559525487182617,0.24193805012428163,0.06375859453986488,0.10708887967962333,0.0,-0.07022251897047282,0.18568619481655654,0.22657104367715597,0.05236715693534544,0.08263907454138064,0.0
2013-12,2013-11,2013-11-29,19.33,0.33935018050541516,1384,True,1.339350180505415,2013-11-29,20.0,0.017846339987900785,1652,True,1.0178463399879008,0.37288939299821966,0.7498230570300802,-0.06277374758442333,0.2414789287855844,0.21483019356645489,0.05790993129431976,0.05790993129431976,0.0,-0.030920509701312104,0.22187218817191487,0.14308828402925325,0.020280678270438668,0.08263907454138075,0.0
2014-01,2013-12,2013-12-31,21.65,0.5167140825035562,1405,True,1.5167140825035563,2013-12-31,17.76,0.0062724014336917565,1673,True,1.0062724014336917,0.297145857403382,0.7691057304629534,-0.0172481470881497,0.2148301935664555,0.1768728216629124,0.029129627809457603,0.07247382005237546,0.0,0.029542716186634843,0.1430882840292518,0.20024429568033544,0.06568986516431441,0.06568986516431441,0.0
2014-02,2014-01,2014-01-31,18.62,0.2859145059565522,1426,True,1.2859145059565522,2014-01-31,20.35,0.0415929203539823,1694,True,1.0415929203539822,0.43280930988984656,0.7860855536416629,0.05016942447179984,0.1768728216629132,0.11404268729034453,0.016538776397777455,0.10032868885876056,0.0,0.0312873874777464,0.20024429568033447,0.12433557861213337,0.009229686162564477,0.06632122467586032,0.0
2014-03,2014-02,2014-02-28,16.07,0.11376210235131397,1445,True,1.113762102351314,2014-02-28,18.71,0.022462077012835473,1713,True,1.0224620770128354,0.3465737997792449,0.749293009759523,0.06621997261932577,0.16008409799870402,0.16683823571229628,0.07247382005237546,0.13701331411239848,0.0,0.06159435281847303,0.11896506804885203,0.1640644165898835,0.06006043212649326,0.07134553462150695,0.0
2014-04,2014-03,2014-03-31,17.37,0.20006816632583505,1466,True,1.200068166325835,2014-03-31,19.26,0.03314121037463977,1734,True,1.0331412103746398,0.314802615081866,0.6977025251102975,-0.05266439387749522,0.166838235712297,0.1192248254976667,0.038097081627238794,0.0814175104972259,0.0,-0.029524685107425452,0.16406441658988227,0.16038527405802108,0.042657608363732336,0.04780925690368931,0.0
2014-05,2014-04,2014-04-30,15.52,0.08635752688172044,1487,True,1.0863575268817205,2014-04-30,19.37,0.04470387243735763,1755,True,1.0447038724373576,0.3542166328464199,0.6615413081186892,-0.032570784175409595,0.11922482549766775,0.17334535139661855,0.055571221162377005,0.059766092717412955,0.0,-0.03952564600527464,0.16038527405801986,0.15999189078359857,0.023711981976157315,0.0723366318327201,0.0
2014-06,2014-05,2014-05-30,15.34,0.09045725646123261,1508,True,1.0904572564612327,2014-05-30,15.61,0.0030951041080472708,1776,True,1.0030951041080474,0.4189878655951936,0.724225477979116,-0.037811375658160506,0.17334535139661927,0.1245127504298089,0.00689525289696602,0.04453077167953101,0.0,0.02904864668100582,0.15999189078359724,0.11483441454227454,0.016943203847118005,0.11935644003613222,0.0
2014-07,2014-06,2014-06-30,14.01,0.05065359477124183,1529,True,1.0506535947712419,2014-06-30,16.52,0.01418242491657397,1797,True,1.014182424916574,0.2964565904780431,0.7548344496101599,0.05758194569516051,0.12451275042981,0.15018170289827765,0.036175225926243004,0.08797386955685038,0.0,0.030600304276715784,0.11483441454227267,0.16956995887247017,0.05634814611157757,0.11479544272876752,0.0
2014-08,2014-07,2014-07-31,15.46,0.11759020618556701,1551,True,1.117590206185567,2014-07-31,18.78,0.06126373626373626,1819,True,1.0612637362637363,0.4479093126240596,0.7753422903515012,-0.006368221958850451,0.15329915682353848,0.11134969628491569,0.04352327109208587,0.0930704867447878,0.0,-0.05473604322410486,0.17375663987366063,0.1590669737280619,0.06679306640453919,0.14849911296104035,0.0
2014-09,2014-08,2014-08-29,12.85,0.01621106166560712,1572,True,1.016211061665607,2014-08-29,16.68,0.022813688212927757,1840,True,1.0228136882129277,0.30885253347712516,0.8340197101479427,-0.04016841284549322,0.11134969628491685,0.2202064773295529,0.04859651924174935,0.07674893458958387,0.0,-0.042736043039788174,0.15906697372806058,0.296366583436882,0.043721432466317434,0.23304274122598256,0.0
2014-10,2014-09,2014-09-30,18.83,0.3707653701380176,1593,True,1.3707653701380176,2014-09-30,21.52,0.1439312567132116,1861,True,1.1439312567132116,0.31163344982727165,0.8009834661703821,-0.004164706241697513,0.22020647732955345,0.16234546307151926,0.06773821581097783,0.07674893458958376,0.0,0.021532675714626803,0.2963665834368812,0.18598825658783236,0.11758933713173558,0.3890882516541626,0.0
2014-11,2014-10,2014-10-31,21.54,0.5742115027829313,1616,True,1.5742115027829313,2014-10-31,30.52,0.37851458885941647,1884,True,1.3785145888594164,0.2791156594691638,0.7949302144439134,-0.03865828307891095,0.16485521704650172,0.34654699003631906,0.04509511432641544,0.060917564373064614,0.0,-0.12046718238704301,0.18263000213625993,0.457255416368614,0.13320151308580885,0.45028774466287735,0.0
2014-12,2014-11,2014-11-28,25.17,0.7551955990220048,1635,True,1.755195599022005,2014-11-28,36.44,0.6441701680672269,1903,True,1.644170168067227,0.30188681362213987,0.8637783919519896,0.04847409864133123,0.3389713704388248,0.24092207219356393,0.060917564373064725,0.060917564373064725,0.0,-0.14100027177212582,0.43399017508023363,0.3930083601237627,0.22180860644487355,0.37764139521901696,1.0
2015-01,2014-12,2014-12-31,20.08,0.4689384800965018,1657,True,1.4689384800965017,2014-12-31,50.24,0.8964174454828661,1925,True,1.8964174454828662,0.33141979607639066,0.8112287905892558,-0.006880079417131757,0.22330753512710816,0.23180422221808386,0.03346606234255567,0.09298530549082973,0.0,-0.20728701456620724,0.3883303614855865,0.5660060082911308,0.20045277908214187,0.20045277908214187,0.0
2015-02,2015-01,2015-01-30,19.65,0.4368295589988081,1677,True,1.436829558998808,2015-01-30,58.62,0.9306269270298048,1945,True,1.9306269270298047,0.3504019351141867,0.8245511624664399,0.08846675591268771,0.23808838679188538,0.16267152428860085,0.059883944349756635,0.10579558208000661,0.0,-0.07406827471006283,0.5521707091942992,0.5670055801610894,0.09019242651590231,0.18031204959385672,0.0
2015-03,2015-02,2015-02-27,15.91,0.15203299941072482,1696,True,1.1520329994107248,2015-02-27,55.85,0.9122137404580153,1964,True,1.9122137404580153,0.41748570269409957,0.8719678277962574,-0.04381923349110961,0.20876784658413314,0.16943730879926588,0.0377003832166658,0.052232318697785884,0.0,-0.014664963810379184,0.6033186665949447,0.47044957897786444,0.14259576224667125,0.14259576224667125,0.0
2015-04,2015-03,2015-03-31,16.34,0.18091913903432227,1718,True,1.1809191390343223,2015-03-31,53.72,0.8945646703573226,1986,True,1.8945646703573225,0.33707082308430275,0.7821659679386187,-0.009413822629527946,0.17272128645270315,0.1585749419147747,0.052232318697785884,0.052232318697785884,0.0,-0.055425253086851534,0.47950858821842884,0.38056383639985,0.05314517486043924,0.06017824623629564,0.0
2015-05,2015-04,2015-04-30,16.76,0.2221264367816092,1739,True,1.2221264367816091,2015-04-30,36.28,0.6073207171314741,2007,True,1.607320717131474,0.34003893393908385,0.812437591345469,-0.047079952049569496,0.1585749419147755,0.13728479242921102,0.024112101978144618,0.062389536916024335,0.0,0.15955936019966432,0.38056383639984936,0.3278347372065945,0.06017824623629564,0.20978200568050942,0.0
2015-06,2015-05,2015-05-29,13.99,0.05653409090909091,1759,True,1.056534090909091,2015-05-29,33.74,0.5266272189349113,2027,True,1.5266272189349113,0.48508365658163677,0.8007925043763194,0.057731101645791316,0.1424467747092897,0.1370875629033358,0.03235294834271529,0.062389536916024446,0.0,0.03687705230700722,0.32989663046953993,0.24881851229380256,0.05624536952215675,0.3545843260587487,0.0
2015-07,2015-06,2015-06-30,15.34,0.13468013468013468,1781,True,1.1346801346801347,2015-06-30,32.43,0.45390243902439026,2049,True,1.4539024390243902,0.32610896017731056,0.8361923804641664,-0.019827765333352843,0.13994652549137768,0.14094341503744662,0.04860478662193224,0.05117656496080625,0.0,-0.034973054258616965,0.25370675077007726,0.3412823012636039,0.17894149105880408,0.3293951356424959,1.0
2015-08,2015-07,2015-07-31,16.79,0.2433481152993348,1803,True,1.2433481152993349,2015-07-31,38.82,0.6706081081081081,2071,True,1.6706081081081081,0.4284987570735204,0.9042501704158146,-0.027862080254471344,0.14400088929712015,0.17981934307802824,0.035466364688900964,0.05562682578376654,0.0,-0.1845379768736698,0.330258973494405,0.5585422257783108,0.18324351181465826,0.18324351181465826,0.0
2015-09,2015-08,2015-08-31,19.34,0.44602739726027396,1824,True,1.446027397260274,2015-08-31,54.37,0.9051600573339704,2092,True,1.9051600573339704,0.48466051325479553,0.922154918991032,0.06286728691599253,0.179819343078029,0.16195360040389317,0.031434228237133044,0.11863287978893033,0.0,0.026604690550888543,0.5585422257783104,0.456460106413281,0.09213031800788984,0.20280246575573135,0.0
2015-10,2015-09,2015-09-30,17.47,0.29658721560130014,1845,True,1.2965872156013,2015-09-30,45.52,0.7987228003784295,2113,True,1.7987228003784295,0.6454878749458767,0.8979634577944369,-0.021784119694959525,0.1619536004038939,0.1573294504501808,0.04649512060883354,0.11129695184158783,0.0,-0.018922799173013538,0.4564601064132805,0.38068664183582973,0.1592670889122384,0.3227253597499411,0.0
2015-11,2015-10,2015-10-30,15.39,0.13677730192719487,1867,True,1.136777301927195,2015-10-30,41.95,0.7230805243445693,2135,True,1.7230805243445693,0.48591641322161827,0.8934105250490472,-0.0228102794163646,0.15800683748165825,0.17025149703784162,0.06796171958147879,0.06796171958147879,0.0,-0.06695862206207026,0.3868520117931926,0.32881771624429307,0.14108734236278353,0.42793440174930686,0.0
2015-12,2015-11,2015-11-30,16.91,0.258739406779661,1887,True,1.258739406779661,2015-11-30,48.14,0.8538961038961039,2155,True,1.853896103896104,0.4872140630242729,0.8552427610541795,-0.04258614531850713,0.16659795450046158,0.18858741402192397,0.0313068205574647,0.0313068205574647,0.0,-0.1057590605765032,0.32472571457906424,0.4195666472066434,0.1621999276463677,0.36718525019512305,0.0
2016-01,2015-12,2015-12-31,14.99,0.1099476439790576,1909,True,1.1099476439790577,2015-12-31,46.57,0.816574839302112,2177,True,1.816574839302112,0.326563814365021,0.893544704669318,0.021926321870052945,0.19206173533889995,0.1531839818036775,0.020103254490557165,0.09265287537635158,0.0,-0.11654159051354918,0.428053434976583,0.6738402752826539,0.2315929493877663,0.2659058185476575,0.0
2016-02,2016-01,2016-01-29,15.73,0.15863141524105753,1928,True,1.1586314152410575,2016-01-29,61.86,0.9378698224852071,2196,True,1.9378698224852071,0.381080420885429,0.9098156865142877,0.07118174060324489,0.1485333590807338,0.21774459178250463,0.019156248697707934,0.09975318033931213,0.0,-0.14699542461365034,0.6464673570344052,0.6982015965830787,0.18416268210949305,0.18416268210949305,0.0
2016-03,2016-02,2016-02-29,22.59,0.6859928168291431,1948,True,1.6859928168291431,2016-02-29,60.01,0.9258006314839874,2216,True,1.9258006314839875,0.4664272502583586,0.8931944898353179,0.13169347022023992,0.21261105412509199,0.24451358386107988,0.0926528753763517,0.09975318033931224,1.0,-0.015611582545233205,0.6806639953462157,0.46576138684755963,0.10842106373802773,0.1613169980447624,0.0
2016-04,2016-03,2016-03-31,18.45,0.40157280568239473,1970,True,1.4015728056823948,2016-03-31,45.91,0.7865118356409111,2238,True,1.786511835640911,0.3134456802858959,0.8740580739958204,-0.09784496250554742,0.24921993007280105,0.1624212684684239,0.02922359643538941,0.05279479888919503,0.0,-0.03298299582513975,0.47492104127900775,0.38747790242162145,0.05932838042193522,0.09431055312874514,0.0
2016-05,2016-04,2016-04-29,20.23,0.5454317269076305,1991,True,1.5454317269076305,2016-04-29,42.52,0.702433628318584,2259,True,1.702433628318584,0.34749454335225016,0.8809805671836534,0.06838988355931463,0.16242126846842467,0.1866038558905725,0.05279479888919503,0.056700629457383744,0.0,0.19677741637646085,0.3874779024216208,0.31106048790380725,0.04830035942482669,0.23919283350951148,0.0
2016-06,2016-05,2016-05-31,15.83,0.16368604073522106,2012,True,1.163686040735221,2016-05-31,38.08,0.5927224901359053,2280,True,1.5927224901359054,0.3474480412469354,0.837263122261234,-0.026422930844375414,0.18660385589057318,0.26017795113232783,0.04830587878967629,0.07480993871062469,0.0,0.07427376539544639,0.31106048790380647,0.37779855891479885,0.09431055312874503,0.2812867549399376,0.0
2016-07,2016-06,2016-06-30,18.5,0.4113022113022113,2034,True,1.4113022113022113,2016-06-30,38.09,0.5903169778549717,2302,True,1.5903169778549717,0.41421363941785244,0.8172202926554879,0.06698288944797537,0.26293855888943035,0.17016736471529675,0.05670062945738363,0.08806283097562206,0.0,-0.03906361755397336,0.38711194383507574,0.39964188551002594,0.19494649052427182,0.23948847260296413,1.0
2016-08,2016-07,2016-07-29,15.8,0.15693430656934307,2054,True,1.1569343065693432,2016-07-29,41.08,0.6597072750753337,2322,True,1.6597072750753337,0.48724499956316786,0.8452223596969246,-0.029001476962329353,0.1672170488539047,0.1354598419175621,0.03684333894486713,0.08691613984035818,0.0,-0.19488795550161697,0.39593178760825437,0.40948845370190406,0.07699476995423904,0.1068802472264202,0.0
2016-09,2016-08,2016-08-31,16.01,0.18262752646775746,2077,True,1.1826275264677575,2016-08-31,39.5,0.6212702472293266,2345,True,1.6212702472293266,0.3562267423923956,0.7698998262527484,-0.026411227822333072,0.13734309620173324,0.13530701875301912,0.03231272036710864,0.08315231678345658,0.0,0.06353643226214456,0.3825372507140476,0.34498161996675,0.05922501684555481,0.1320444069203156,0.0
2016-10,2016-09,2016-09-30,13.88,0.05121486422105764,2098,True,1.0512148642210577,2016-09-30,39.31,0.6123785382340515,2366,True,1.6123785382340516,0.48321617038611436,0.8014873177474804,-0.005871606609583413,0.13530701875302,0.18110791855446226,0.044153027492692565,0.11081278656712246,0.0,0.07146737456607766,0.34498161996674925,0.29538616935992684,0.0791819820428541,0.13204440692031572,0.0
2016-11,2016-10,2016-10-31,18.13,0.40306603773584904,2119,True,1.403066037735849,2016-10-31,40.96,0.6589195979899497,2387,True,1.6589195979899496,0.5107821693431976,0.8007004073720715,0.016503457808760613,0.18110791855446287,0.1681589074714796,0.08315231678345647,0.11081278656712223,0.0,0.0007172548932625755,0.295386169359926,0.4503797377501812,0.0746574962124078,0.08736225836297229,0.0
2016-12,2016-11,2016-11-30,19.18,0.4852872489490892,2140,True,1.4852872489490891,2016-11-30,44.25,0.7453300124533001,2408,True,1.7453300124533002,0.4004020571807366,0.7853513939760673,-0.06765551386342394,0.16815890747148032,0.14201742534274844,0.036813323246869256,0.03964886625166297,0.0,0.0952631025231867,0.45037973775018064,0.26528552671924077,0.03583148086908339,0.1064604208231461,0.0
2017-01,2016-12,2016-12-30,16.23,0.21739130434782608,2161,True,1.2173913043478262,2016-12-30,30.83,0.3172839506172839,2429,True,1.317283950617284,0.30103582365777976,0.7607975146493262,0.007357947487856231,0.14201742534274933,0.20948412887890253,0.039648866251663084,0.043780872757558376,0.0,0.08058154188566191,0.26528552671924005,0.2659971783488222,0.08353848682059117,0.2088868023360161,0.0
2017-02,2017-01,2017-01-31,15.27,0.13588450962419799,2181,True,1.135884509624198,2017-01-31,31.33,0.33938775510204083,2449,True,1.3393877551020408,0.531557756718656,0.7360758353556667,-0.0006990971537741419,0.20801980424951466,0.12930314340727783,0.02004865775619269,0.033357867392207696,0.0,-0.08928300211898665,0.25928178699920956,0.2022412845998749,0.04403972180450699,0.1571527470283005,0.0
2017-03,2017-02,2017-02-28,14.3,0.06905951840072694,2200,True,1.069059518400727,2017-02-28,25.46,0.17395706763872013,2468,True,1.17395706763872,0.33014655170466567,0.6175750760422047,0.01779942212846386,0.12925838723978003,0.13754995477783588,0.032419114289260476,0.0604604166657704,0.0,-0.0030463389558290643,0.19246436815233342,0.2968437957155554,0.1409192220833546,0.17612230628395154,0.0
2017-04,2017-03,2017-03-31,12.41,0.009217625899280575,2223,True,1.0092176258992807,2017-03-31,27.59,0.21368378812199038,2491,True,1.2136837881219904,0.4066099171215336,0.6219531081663434,-0.013123808737559695,0.14021712694548488,0.10565727222118916,0.026213673052643993,0.0604604166657704,0.0,-0.09488009292965816,0.3070618986258109,0.22521536984757815,0.09478741647720057,0.22103849768887318,0.0
2017-05,2017-04,2017-04-28,11.6,0.0033437360677663844,2242,True,1.0033437360677664,2017-04-28,28.55,0.2411389884508164,2510,True,1.2411389884508164,0.43442706641744616,0.5127342357048308,0.031406692743003006,0.11402921162218609,0.13222949977996382,0.0384284393326757,0.04214869633747176,0.0,-0.022868207003832963,0.22527797498274993,0.3608492477659635,0.07374353102216469,0.16640645977175472,0.0
2017-06,2017-05,2017-05-31,11.82,0.008167770419426049,2264,True,1.008167770419426,2017-05-31,32.29,0.39814449269640745,2532,True,1.3981444926964075,0.42116790728739356,0.5793770297475029,-0.0149628037716254,0.13478301577155144,0.11750226871325604,0.02901445223333643,0.04214869633747165,0.0,-0.03204071322177149,0.3696666515321948,0.3242413961060916,0.11231338049395956,0.11231338049395956,0.0
2017-07,2017-06,2017-06-30,11.0,0.0019676432006996065,2286,True,1.0019676432006996,2017-06-30,28.7,0.24129158512720156,2554,True,1.2412915851272015,0.4416161018510082,0.5734865027928613,-0.007856382316679622,0.11976001790696837,0.12460551811263945,0.0263640915794654,0.0436231695773619,0.0,-0.023966164742819096,0.33093440078190367,0.28077642682254805,0.04967201549066469,0.08747557324212596,0.0
2017-08,2017-07,2017-07-31,11.61,0.016254876462938883,2306,True,1.0162548764629389,2017-07-31,30.84,0.3332038834951456,2574,True,1.3332038834951456,0.41345914687663377,0.5809338982199306,0.009921408695607425,0.12252864952316794,0.11686699214429878,0.01980979088577084,0.06506706864879719,0.0,0.04066132807264111,0.29991529532818373,0.2864487135353902,0.08747557324212596,0.08747557324212596,0.0
2017-09,2017-08,2017-08-31,13.26,0.06974248927038626,2329,True,1.0697424892703862,2017-08-31,29.1,0.2530792917628945,2597,True,1.2530792917628946,0.4331514402701819,0.6250997045790252,0.050745503804605185,0.11924296905962056,0.13166597068767605,0.04362316957736179,0.09734842730800053,0.0,-0.05198857531361356,0.2894588296119622,0.2300162845569294,0.034833011502658384,0.047895951764664435,0.0
2017-10,2017-09,2017-09-29,11.77,0.021914893617021276,2349,True,1.0219148936170213,2017-09-29,26.83,0.1852559205500382,2617,True,1.1852559205500381,0.5872611859309954,0.4769530265006424,-0.020333971816884344,0.13454726828218241,0.1042255444164061,0.032984855432922955,0.08307359564380012,0.0,0.07928880365716595,0.23527109517123565,0.21559002300586824,0.0474067880381247,0.05274373353523232,0.0
2017-11,2017-10,2017-10-31,11.81,0.02824620573355818,2371,True,1.0282462057335582,2017-10-31,25.31,0.16382575757575757,2639,True,1.1638257575757576,0.472244512477073,0.6627852714379547,-0.025057795166255503,0.1041062998986458,0.11222493873865,0.038312479713538905,0.055514058622709084,0.0,0.05904624832881766,0.203497981024512,0.1973670344391971,0.03953377429019367,0.05274373353523232,0.0
2017-12,2017-11,2017-11-30,11.79,0.03531132469703301,2392,True,1.035311324697033,2017-11-30,25.95,0.1741826381059752,2660,True,1.1741826381059752,0.4916714850534179,0.5886119422584997,-0.027609067524171693,0.11222493873865115,0.08974334531275574,0.027755532277794814,0.03684396476021212,0.0,0.027389040865059888,0.19736703443919615,0.21083532751325199,0.04203968124868018,0.09387376697800132,0.0
2018-01,2017-12,2017-12-29,10.96,0.010982179859096561,2412,True,1.0109821798590966,2017-12-29,21.32,0.10052219321148825,2680,True,1.1005221932114884,0.38509646655602453,0.6139959929861574,0.009892257572023944,0.09518098457971069,0.11054348142942996,0.020361756246171425,0.045040224918518,0.0,0.015077563001353322,0.20605091037805584,0.18656730353616152,0.026907315167763013,0.0938737669780012,0.0
2018-02,2018-01,2018-01-31,12.97,0.09182415776499589,2433,True,1.0918241577649959,2018-01-31,22.23,0.11269430051813471,2701,True,1.1126943005181347,0.47424202413230376,0.5265525037948326,0.023854455892881044,0.11054348142943116,0.17222954965000672,0.03684396476021201,0.045040224918518,0.0,0.08754446063507637,0.1865673035361606,0.25953133394847266,0.0920771896515995,0.0920771896515995,0.0
2018-03,2018-02,2018-02-28,11.74,0.04321239298817774,2452,True,1.0432123929881778,2018-02-28,26.92,0.209114296214627,2720,True,1.209114296214627,0.37430330122442457,0.7305583878346911,-0.008912793542824704,0.16719805668841575,0.17381240584687138,0.03673013364934807,0.05700583337956244,0.0,-0.048373123155695086,0.2507443636701941,0.29832331259832673,0.04662687566346957,0.08532883702878369,0.0
2018-04,2018-03,2018-03-29,11.06,0.018391269199676638,2473,True,1.0183912691996766,2018-03-29,25.07,0.17159008023340627,2741,True,1.1715900802334063,0.49853419632149987,0.6581824078963667,-0.0027593894289881238,0.17381240584687213,0.12482320905794467,0.026608887067646192,0.0423276615703434,0.0,0.03496505102237957,0.2983233125983261,0.2553023395462821,0.04589935070142104,0.11405903072442447,0.0
2018-05,2018-04,2018-04-30,11.15,0.02224448897795591,2494,True,1.0222444889779558,2018-04-30,28.28,0.2656532754252624,2762,True,1.2656532754252625,0.4331132598642545,0.7574588105677312,-0.013912869745467016,0.12482320905794568,0.11384015337485247,0.029574361443256647,0.04474564068675235,0.0,0.06310934573948979,0.25530233954628145,0.2791288748900749,0.08532883702878358,0.11405903072442458,0.0
2018-06,2018-05,2018-05-31,10.92,0.013706793802145411,2516,True,1.0137067938021453,2018-05-31,27.61,0.24631956912028724,2784,True,1.2463195691202873,0.5101680690196747,0.6135863651829421,-0.0009402190893642581,0.11515563555309853,0.08487962262084094,0.011122144752833796,0.06386403687818676,0.0,-0.010835544103501626,0.2828908934317245,0.3233597676433032,0.03594058767445685,0.09795010597289733,0.0
2018-07,2018-06,2018-06-29,10.75,0.014184397163120567,2537,True,1.0141843971631206,2018-06-29,27.18,0.22933000712758375,2805,True,1.2293300071275837,0.434838676455717,0.7330765887534447,-0.00504209360684138,0.08487962262084246,0.15280337250178616,0.031911547377748706,0.0624083775562877,0.0,0.15436414876482218,0.32335976764330265,0.2592814150570783,0.06844773382899727,0.09795010597289733,0.0
2018-08,2018-07,2018-07-31,11.21,0.039077764751856196,2558,True,1.039077764751856,2018-07-31,26.52,0.20445702157764414,2826,True,1.2044570215776442,0.34898878792494603,0.6796118337443761,-0.023605269596115197,0.15280337250178697,0.1566549415827216,0.03365803706615422,0.03706790227150114,0.0,-0.06261362425894157,0.2592814150570776,0.28079318926864705,0.058063614422452337,0.12691117356736592,0.0
2018-09,2018-08,2018-08-31,10.96,0.02343144848954299,2581,True,1.023431448489543,2018-08-31,25.02,0.16789473684210526,2849,True,1.1678947368421053,0.31301966010178556,0.7325378561505087,-0.02376722317312141,0.15989431613189198,0.10612673833202917,0.030009269910361458,0.03684455202086878,0.0,0.05517092713133365,0.27457072312239716,0.21644771170556432,0.025562657745396566,0.33299807700275463,0.0
2018-10,2018-09,2018-09-28,10.74,0.01518646674356017,2600,True,1.0151864667435602,2018-09-28,26.73,0.22150575113279888,2868,True,1.221505751132799,0.4256552940656051,0.7970115119745093,-0.007124003915890298,0.10318821070769736,0.1624766923806989,0.01802774644083094,0.03684455202086867,0.0,0.039562196416852435,0.20604183797897263,0.2874355299903264,0.1269111735673658,0.41709378127889696,0.0
2018-11,2018-10,2018-10-31,12.08,0.10384908536585366,2623,True,1.1038490853658536,2018-10-31,30.12,0.37206085753803597,2891,True,1.372060857538036,0.5858590272887585,0.585731485399446,0.0647904959577501,0.16280606915414217,0.11172059889666949,0.03684455202086878,0.03684455202086878,0.0,-0.0800371931273679,0.28288273730016184,0.3845507970855153,0.2360434553691888,0.33236321314200334,1.0
2018-12,2018-11,2018-11-30,11.26,0.052362948960302455,2644,True,1.0523629489603024,2018-11-30,56.04,0.9267078613113628,2912,True,1.9267078613113628,0.5961776678406475,0.7934334929944838,-0.01860442644432847,0.11172059889667066,0.13765472176711713,0.011509615085276148,0.02937972686517698,0.0,-0.20384431751953191,0.38455079708551476,0.5196569640096098,0.1685841334894127,0.1685841334894127,0.0
2019-01,2018-12,2018-12-31,13.48,0.1859984984984985,2663,True,1.1859984984984986,2018-12-31,51.87,0.8978512960436562,2931,True,1.8978512960436562,0.5400060184645616,0.8420469025835517,0.03761672579418063,0.13573764012030357,0.1248674553267892,0.012952620596275888,0.038642665972523416,0.0,-0.16665908360949366,0.4981371051369906,0.32729427656153004,0.036997329685021674,0.043660849284158365,0.0
2019-02,2019-01,2019-01-31,10.74,0.01601489757914339,2684,True,1.0160148975791434,2019-01-31,34.97,0.5692516085336945,2952,True,1.5692516085336945,0.5207759342443048,0.8410388293669239,0.02709278339583654,0.12486745532679033,0.11212050317010229,0.02937972686517687,0.04495803766403994,0.0,0.20774631199555493,0.3272942765615296,0.24267595176378207,0.043660849284158365,0.043660849284158365,0.0
2019-03,2019-02,2019-02-28,9.52,0.0005547337278106509,2703,True,1.0005547337278107,2019-02-28,30.27,0.37012113055181695,2971,True,1.370121130551817,0.5454815010856986,0.8936568708621068,-2.01637617993633e-05,0.11054217431080952,0.11690548507407744,0.024000486286514855,0.04061670480423818,0.0,0.06019398349812355,0.2438533559529296,0.16686556434519947,0.02328880216001361,0.16093817885190853,0.0
